crews,popularity,imdb_avgRating
Walter Fasano,0.6,5.0
Walter Gasparovic,1.22,4.4
Walter Hamada,4.305,5.925
Walter Hill,1.7689999999999997,5.24
Walter Jakob,0.98,4.9
Walter Kindler,0.694,6.8
Walter Kloos,0.6,5.7
Walter Koenig,2.588,3.4
Walter Köhler,0.694,8.3
Walter Lima Jr.,1.4,5.449999999999999
Walter Ludwig,0.6,6.8
Walter Lupo,1.214,6.3
Walter Maksym,0.6,6.7
Walter Maremann,0.6,6.4
Walter Matthias Diggelmann,0.6,6.3
Walter McGill,0.6,5.3
Walter Moers,0.6,4.5
Walter Murch,0.638,6.5
Walter Murphy,0.98,3.7
Walter Navas,0.6,6.1
Walter Naymola,0.6,3.3
Walter O'Reilly,0.6,5.6
Walter Rippell,0.6,7.8
Walter Salles,0.6100000000000001,6.9300000000000015
Walter Santaliz,0.6,8.1
Walter Saxer,0.6,7.5
Walter Schwarzmeier,0.6,6.3
Walter Slavich,0.6,5.1
Walter Stokman,0.6,6.7
Walter Tejblum,0.6,6.15
Walter Toschi,0.6,6.7
Walter Urquiza,0.6,4.8
Walter Veltroni,0.6,6.8
Walter Volpatto,0.84,6.8
Walter Werzowa,1.38,6.133333333333333
Walter Wong,0.6,5.7
Walter von Huene,0.692,3.7
Walther Negrão,0.828,7.2
Walther van den Ende,0.6,7.366666666666667
Walton Goggins,6.644,6.25
Waluyo IchwandiarDono,0.98,7.199999999999999
Wan Arif,0.6,6.0
Wan Chi-Man,0.6,7.0
Wan Ding,0.694,7.2
Wan Pin Chu,0.6,7.5
Wan Shahidi Abdullah,0.6,7.0
Wanda 'Beau' Peterson,0.6,6.199999999999999
Wanda Birdsong Shope,0.694,4.8
Wanda Farian,0.6,5.300000000000001
Wanda Harra,0.6,5.9
Wanda Kiss,0.6,6.8
Wanda Privot,0.6,3.9
Wanda Zeman,0.6,6.32
Wanderley Mendes,0.6,6.2
Wang  You-Chen,0.6,4.9
Wang Baomin,0.6,9.2
Wang Bin,1.38,7.074999999999999
Wang Bing,0.764,6.8
Wang Changrui,0.6,5.6
Wang Changtian,0.6,7.5
Wang Chao,0.6,6.26
Wang Ching,0.6,5.8
Wang Ding-Lin,0.6,5.6
Wang Fei,0.6,
Wang Feng,0.6,7.2
Wang Guangli,0.6,5.6
Wang Hui-Ling,1.712,7.15
Wang Jing,0.6,6.1
Wang Le,0.6,7.2
Wang Liguang,0.828,7.3
Wang Meng,0.6,5.9
Wang Quan'an,0.656,7.300000000000001
Wang Shuangyin,0.6,
Wang Sung-ik,0.6,7.1
Wang Tao-Rui,0.6,5.7
Wang Tong Zhen,0.6,4.5
Wang Tung,0.6,7.3
Wang Weihua,0.6,5.4
Wang Xiaofeng,0.6,7.0
Wang Xiaoshuai,0.92,6.825
Wang Yahe,0.6,5.3
Wang Yang,0.6,7.6
Wang Yu,0.5999999999999999,6.39375
Wang Yuanlong,0.6,5.6
Wang Zhongjun,0.828,6.26
Wang Zhonglei,0.658,6.733333333333333
Wang Zijian,0.6,5.4
Wanggo Gallaga,0.6,8.2
Wanisa,0.6,6.4
Wanjeri Gakuru,0.6,7.3
Wanti,0.6,6.0
Waqar Bokhari,0.6,6.7
Ward Hulselmans,0.6,6.8
Ward Roberts,1.4,5.699999999999999
Ward Russell,0.656,3.9
Ward Van Vloten,0.6,6.4
Warinya Ratipakorn,0.6,7.2
Waris Dirie,0.6,7.4
Warner Poland,0.648,5.1
Warren Alan Young,0.6,5.9
Warren Appleby,1.894,6.166666666666667
Warren Beatty,2.622,5.8
Warren Blum,0.6,5.2
Warren Carr,0.828,6.1
Warren Christophel,0.6,3.2
Warren Chung,0.6,4.1
Warren D. Cobb,0.6,7.1
Warren Ewen,0.6,4.7
Warren F. Disbrow,0.6,4.1
Warren Gibson,0.6,7.0
Warren Hendriks,1.22,5.95
Warren Jefferies,0.6,5.3
Warren Lever,0.98,5.6
Warren Lewis,0.98,2.9
Warren Low,0.6,5.7
Warren Miller,1.176,7.4
Warren P. Sonoda,0.6,3.9333333333333336
Warren St. Onge,0.6,5.8
Warwick Hewett,0.6,7.3
Warwick Ross,0.6,4.3
Wash Westmoreland,0.652,6.25
Washington Irving,0.94,5.2
Washio Takashi,0.98,6.1
Wasim Khan,0.6,
Wasiq Khan,0.6,6.625
Wassim Béji,0.6,5.166666666666667
Wat Wanlayangkoon,0.6,7.3
Watanabe Mutsuki,0.6,6.3
Wataru Kikuchi,0.6,5.3
Wataru Mimura,0.6,6.433333333333334
Wataru Oku,0.84,
Wataru Sawabe,0.6,6.8
Water Music,0.6,6.2
Watsana Benchachat,0.6,6.9
Wattana Wanchooplao,0.6,5.45
Wawan I. Wibowo,0.6,5.949999999999999
Wayde Faust,0.6,4.8
Wayne Allan Rice,0.6,4.0
Wayne Beach,0.6,5.7
Wayne Berwick,0.6,5.4
Wayne Boyer,0.6,9.0
Wayne Cook,0.6,6.4
Wayne Coyne,0.6,5.4
Wayne Crawford,0.6,4.95
Wayne D. Barlowe,1.4,6.6
Wayne Duband,0.6,5.6
Wayne Ewing,1.214,7.7
Wayne Giles,0.6,4.7
Wayne Hackett,0.6,5.9
Wayne Hellinger,0.84,7.5
Wayne Isham,0.6,8.7
Wayne Kinsey,0.6,4.3
Wayne Kramer,1.094,
Wayne Lewis,0.6,6.0
Wayne Mahon,0.6,4.0
Wayne Mooneyhan,0.6,6.4
Wayne Pashley,1.549,6.725
Wayne Powers,0.749,4.9
Wayne Rogers,1.732,3.3
Wayne Scott Joness,0.6,4.699999999999999
Wayne Smith,0.6,4.75
Wayne Wang,1.0519999999999998,6.133333333333334
Wayne Wong,0.6,4.6
Wayra Galland,0.6,5.8
Wedigo von Schultzendorff,0.6,5.599999999999999
Wednesday Standley,0.6,5.5
Weerapat Tembundit,0.6,7.2
Wei Hui Zhou,0.6,4.4
Wei Shen,0.6,6.4
Wei Tao,0.6,7.2
Wei Yunyun,0.98,7.5
Wei Ziqian,0.6,
Weidong Cai,0.6,6.0
Weidong Wu,0.6,5.3
Weifeng Deng,0.6,
Weijing Wang,0.6,6.9
Weijun Chen,0.6,8.4
Weimin Zhang,0.6,7.6
Welcome Msumi,0.6,7.4
Weldon Kees,0.6,6.7
Wella Hzibulaiman,0.6,6.2
Wellson Chin,0.6,4.7
Wen Jing,0.6,5.7
Wen Ning,1.164,6.1
Wen Pulin,0.6,
Wen Yi-Min,0.6,6.3
Wen Zi,0.6,6.4
Wen-Tang Cheng,0.6,6.566666666666666
Wen-zhong Song,0.6,6.6
Wenceslao Fernández Flórez,0.6,5.2
Wencislaus de Rozari,0.6,7.433333333333334
Wendall J. Yuponce,0.6,6.5
Wendel Meldrum,0.6,7.4
Wendell Hanes,0.6,5.4
Wendell K Green,0.6,7.2
Wendell Morris,0.6,6.0
Wendell Steavenson,0.6,6.3
Wenders Li,0.6,6.4
Wendi McLendon-Covey,2.77,4.1
Wendy Apple,0.6,7.7
Wendy Brazington,0.6,6.400000000000001
Wendy Choi,0.6,4.9
Wendy Chuck,0.6,6.25
Wendy Cork,0.694,5.65
Wendy De Rycke,0.6,7.3
Wendy Elford-Argent,0.6,4.3
Wendy English,0.6,6.0
Wendy Finerman,0.6,6.6000000000000005
Wendy Greene Bricmont,0.6,5.8999999999999995
Wendy Guidery,0.6,4.7
Wendy Hammond,0.6,4.6
Wendy J. Greiner,0.6,3.6
Wendy Jo Carlton,0.6,5.7
Wendy Jo Martin,0.6,5.9
Wendy Knill,0.6,4.075
Wendy Kram,0.6,5.9
Wendy Law,0.6,5.9
Wendy Melvoin,2.667,5.5
Wendy Morrow,0.6,6.3
Wendy O'Brien,1.22,5.9875
Wendy Partridge,0.6,5.199999999999999
Wendy Pavey,0.6,3.3
Wendy Reeds,0.6,7.0
Wendy Rhoads,0.6,5.9
Wendy Sax,0.6,7.2
Wendy Smith,0.6,5.15
Wendy Southard,0.6,4.9
Wendy Steele,0.6,5.9
Wendy Stites,1.4,7.3
Wendy Thorlakson,0.6,4.2
Wendy Wanderman,0.6,6.7
Wendy Weidman,0.8280000000000001,5.487500000000001
Wendy Williams,1.4,5.3
Wendy Wolfcarius,0.6,4.7
Wendy van Veen,0.6,6.6
Weng Serrano,0.6,5.6
Wenji Teng,0.6,6.6
Wenjing Guo,0.6,7.3
Wenn V. Deramas,1.33,6.025
Wenxin Yuan,0.6,4.8
Wenzel Storch,0.6,6.3
Werner Bauermesiter,0.6,8.5
Werner Herzog,3.7092499999999995,6.933333333333333
Werner Koenig,0.6,3.9000000000000004
Werner Penzel,0.648,6.4
Werner Schroeter,1.4,6.5
Werner Schweizer,0.6,7.125
Wernfried Natter,0.6,6.4
Weronika Migon,1.214,6.4
Wes Anderson,3.167,7.500000000000001
Wes Aylor,0.6,6.8
Wes Craven,2.1460000000000004,5.614285714285714
Wes Denton,1.4,6.45
Wes Hambright,0.6,7.9
Wes Llewellyn,0.6,4.85
Wesley Burrowes,0.6,5.9
Wesley Coller,2.8990000000000005,6.983333333333333
Wesley Collier,0.6,6.5
Wesley Forsyth,0.6,7.4
Wesley Horton,0.6,6.7
Wesley Kloppenburg,0.6,5.5
Wesley O'Mary,0.6,5.6
Wesley Scheepers,0.6,5.4
Wesley Snipes,6.097,6.266666666666667
Wesley Strick,1.8549999999999998,5.5
Wesly Varghese,0.6,6.4
Wessam Soliman,0.6,6.2
Weston Terray,0.6,6.6
Wey Wang,0.6,5.1
Weyllam Lima,0.6,6.2
Wheaton Galentine,0.6,6.8
Whenzhou Ma,0.6,7.3
Whit Norris,0.88,5.75
White Trash Tyler,0.6,6.3
Whitney Anne Adams,0.6,6.3
Whitney Coleman,0.772,5.3
Whitney Houston,1.283,6.05
Whitney Sugarman,0.629,4.7
Wibecke Rønseth,0.9800000000000001,6.283333333333334
Wic Coleman,0.6,5.3
Wichard von Freier,0.6,6.8
Wichien Reungwichayakul,0.6,4.6
Wichu Balamurali,0.6,7.6
Wick Finch,0.728,6.4
Wicky V. Olindo,0.609,6.357142857142857
Widad Taha,0.6,5.5
Widhi Wicaksono,0.6,7.9
Widit Tanyapan,0.6,
Widya Fajriah,0.6,7.2
Widya Wardhani Ichram,0.6,
Wiebke Toppel,0.6,6.8
Wiebke von Carolsfeld,0.6,6.533333333333334
Wieland Schulz-Keil,0.6,4.9
Wieland Speck,0.6,6.3
Wiesław Saniewski,0.6,6.4
Wiesława Chojkowska,0.6,6.55
Wijahat Kareem,0.6,4.4
Wijo Koek,1.4000000000000001,5.314285714285715
Wiktor Grodecki,0.6,4.5
Wiktor Siejka,0.6,5.6
Wil Lewis,0.6,4.8
Wil Shriner,0.84,5.5
Wil Zmak,0.6,6.0
Wilant Boekelman,0.6,6.2
Wilbert Schübel,0.6,8.5
Wilbert Van Dorp,0.6,5.9
Wileen Dragovan,1.4,7.1
Wilfred Galila,0.6,
Wilfredo Mattos-Cintrón,0.6,6.6
Wilfrid Sempé,0.6,5.5
Wilfried Huismann,1.094,6.7
Wilhelm Bérard,0.6,6.0
Wilhelm Hauff,0.929,6.8
Wilhelm Jensen,0.6,5.8
Wilhelm Liebenberg,0.694,4.8
Wilkenson Bruna,0.6,7.4
Will Albright,0.6,6.6
Will Aldis,0.98,5.533333333333334
Will Alovis,0.6,3.2
Will Arnot,0.9800000000000001,6.540000000000001
Will Barratt,0.6,6.4
Will Bates,1.214,5.3
Will Battersby,0.828,6.65
Will Blair,0.6,5.8
Will Bunker,0.6,2.9
Will Cantler,0.84,4.0
Will Carne,0.6,
Will Conroy,0.652,6.7
Will De Los Santos,0.6,6.8
Will Ferrell,5.175,6.85
Will Flint,0.6,4.4
Will Forte,5.486,4.5
Will Geiger,0.6,7.2
Will Gilbey,1.4,6.199999999999999
Will Gluck,0.6,6.1
Will Harper,0.6,4.1
Will Hess,0.6,6.800000000000001
Will Jewell,0.6,5.0
Will Keenan,1.62,6.25
Will Kelty,0.6,8.2
Will Long,0.6,7.1
Will McRobb,0.621,5.1
Will Meugniot,1.4,5.6
Will Pascoe,0.6,7.2
Will Power,0.6,4.1
Will Pugh,0.6,8.1
Will Raynor,0.98,7.4
Will Reichel,1.4,6.6
Will Roane,0.6,5.3
Will Sasso,2.846,4.2
Will Saxton,0.6,
Will Scarnell,0.6,6.2
Will Schluter,0.6,8.6
Will Schmeckpeper,0.6,5.7
Will Sharpe,1.546,
Will Slocombe,1.048,4.3
Will Smith,19.299000000000003,6.6909090909090905
Will Speck,1.22,6.199999999999999
Will Staples,0.6,
Will Stone,0.6,5.9
Will Swenson,1.012,5.9
Will Thompson,0.6,6.1
Will Wallace,1.214,5.7
Will Watson,0.6,9.4
Will Wright,0.6,6.9
Will Wuorinen,0.6,5.4
Will Znidaric,0.6,7.4
Will' Terran,0.6,5.8
Willam Belli,3.343,7.3
Willard Overstreet,1.6140000000000003,5.26
Willeke van Ammelrooy,1.96,6.5
Willem Dias,0.6,6.1
Willem Elsschot,1.4,6.0
Willem Nagtglas,0.6,7.9
Willem Schneider,0.6,6.6
Willem Van Vark,0.6,4.4
Willem Wennekers,1.96,5.3
Willem de Beukelaer,0.6,6.300000000000001
Willem van de Sande Bakhuyzen,0.6,6.800000000000001
Willi Behnisch,0.6,6.225
Willi Bär,0.611,6.2250000000000005
Willi Geike,0.6,4.65
Willi Herrmann,0.6,
William A. Baker,0.6,1.8
William A. Elliott,0.6,2.8
William A. Fraker,0.6,5.0
William A. Kirkley,0.6,6.9
William Abello,0.6,6.9
William Aikman,0.6,6.1
William Aldridge,0.6,4.7
William Alexander,0.6,2.2
William Archiello,0.828,5.7
William Arnold,0.6,5.6
William Arntz,0.6,5.9
William Bell,0.6,5.2
William Bigelow,0.6,4.3
William Bindley,1.614,6.4
William Brent Bell,1.4,5.1
William Brown,0.6,6.4
William Broyles Jr.,1.4,6.859999999999999
William Bullen,0.6,8.2
William Butler,0.6,3.266666666666667
William Byron Hillman,0.828,2.4
William C. Hulley,0.6,6.6
William C. Laufer,0.6,5.7
William C. Leary,0.6,4.8
William C. Martell,0.6,4.0
William Carson,0.6,3.5
William Cawley,0.828,5.7
William Chaffin,0.6,3.5
William Chandra,0.6,6.2
William Chang,1.4000000000000001,6.742857142857143
William Charlton,0.828,7.4
William Cheeseman,0.6,4.4
William Cheng,0.98,5.050000000000001
William Clevinger,0.6,3.45
William D. Bostjancic,0.6,3.1
William D. MacGillivray,0.6,
William Daniels,0.6,3.5
William Darold McDonald,0.6,4.5
William Davies,0.6,5.7
William Dawson,1.5279999999999998,6.5
William DeMeo,1.159,5.15
William Dear,0.753,5.166666666666667
William Diver,0.6,5.5
William Doane,0.6,3.1
William Dozier,0.971,4.1
William Dutton,0.6,6.4
William Díaz,0.6,
William Eigen,0.6,9.2
William Eubank,1.614,4.2
William Ewing,0.6,6.1
William Fay,0.652,6.699999999999999
William Fisch,0.6,6.1
William Fleming,0.6,6.066666666666667
William Flicker,1.38,5.7
William Forte,0.6,6.7
William Francome,0.6,6.9
William Friedkin,2.364,6.2
William Fung Kwun-Man,1.4,5.6
William Garcia,0.6,5.5
William Gazecki,0.6,7.550000000000001
William Gereghty,0.84,7.0
William Gillette,0.6,5.9
William Goldman,1.4,6.2
William Goldstein,0.6,7.0
William Goodrum,1.03,3.6500000000000004
William Gove,0.6,4.2
William Grayburn,0.6,6.7
William Greaves,0.98,6.5
William Green,0.6,5.9
William Grossman,0.6,6.9
William H. Brown,0.828,6.45
William H. Macy,5.052,6.166666666666667
William Hanna,9.414,4.633333333333334
William Heins,0.84,1.8
William Henry,0.98,6.2
William Hicks,0.6,5.6
William Hobbs,0.84,7.8
William Holmes,0.6,5.85
William Hooke,0.6,6.800000000000001
William Horberg,0.6,7.449999999999999
William Hoy,0.652,6.4
William Hsieh,0.6,6.1
William Irlond Coleman,0.6,5.3
William Ivey Long,0.6,6.9
William J. Eggleston,0.6,7.1
William J. Immerman,0.6,6.75
William J. Locke,0.6,7.0
William Johnston,0.6,5.4
William Joyce,1.473,7.066666666666666
William Katt,3.265,4.966666666666666
William Kaufman,0.694,5.5
William Kerr,0.6,5.8
William Kidd,0.6,6.0
William Klug,0.6,5.3
William Knochel,0.6,
William Kong,0.6,7.3
William Kozy,0.6,6.7
William L. Arance,0.6,4.4
William L. Stewart,0.6,3.8
William Ladd Skinner,1.5489999999999997,6.222222222222221
William Langlois,0.84,3.7
William Larsen,1.214,8.1
William Lee,0.6,4.2
William Levy,2.953,6.1
William Lubtchansky,0.6,6.742857142857143
William M. Akers,0.98,6.0
William M. Anderson,0.6,5.666666666666667
William M. DeBiasio,0.6,6.2
William M. Johns,0.6,4.9
William M. Miller,0.6,5.366666666666667
William MacCollum,0.6,5.1
William Maher,1.38,6.1
William Mahone,0.6,5.2
William Makepeace Thackeray,1.4,6.2
William Malone,0.668,5.2
William Marsh,0.694,4.7
William Martel Jr.,0.6,6.3
William Mastrosimone,0.694,7.8
William Mayo,0.98,5.2
William Mendel,0.6,4.9
William Mesa,1.38,6.366666666666667
William Minsky,0.6,7.3
William Moore,0.6,5.0
William Morrissey,0.6,6.7
William Nicholas Clay,0.6,
William Nicholson,2.277,6.833333333333333
William Nusbaum,0.6,6.4
William O'Leary,0.98,7.3
William O. Ross,0.6,6.8
William Olsson,1.22,5.35
William Osborne,1.38,4.449999999999999
William Packer,0.6,5.340000000000001
William Pascual,0.6,5.0
William Paul Clark,1.38,6.466666666666666
William Perdue,0.6,4.4
William Perkins,0.6,7.1
William Phillips,0.6,6.9
William Pierce,0.6,5.3
William Plumstead,0.6,5.4
William Prochnau,0.631,6.2
William Purcell,0.98,4.95
William Quist,0.6,5.6
William R. Greenblatt,0.6,4.333333333333333
William R. Mariani,0.6,3.2
William Ramirez Jr.,0.6,5.4
William Reeve,0.6,6.7
William Rehor,1.4,4.9
William Rexer,0.6,6.433333333333333
William Richter,0.6,5.4
William Riead,0.6,5.3
William Roland,0.6,7.0
William Ross,0.677,6.0600000000000005
William Ryan Fritch,0.6,6.6
William Sachs,0.6,5.2
William Saroyan,0.6,7.6
William Scheinman,0.6,3.6
William Shakespeare,3.807000000000001,6.290909090909091
William Shatner,5.973,2.5
William Shaw,0.6,4.8
William Sherak,0.6,4.7
William Shively,0.6,5.9
William Shockley,2.806,5.7
William Simon,0.6,7.3
William Smith,0.6,6.3
William Smock,0.6,7.3
William Steig,1.614,6.533333333333334
William T. Stromberg,0.6,5.7
William Tannen,0.6,4.266666666666667
William Tatham Jr.,0.6,4.1
William Teitler,0.728,6.1
William Tepper,0.657,5.2
William Tiffany,0.6,4.9
William Trevitt,0.6,7.0
William Tyrer,0.694,5.3
William Utomo,0.6,6.800000000000001
William V. Malpede,0.6,2.2
William Vince,0.6,5.45
William Wages,0.6,6.2
William Waring,1.214,6.9
William Washington,1.094,5.449999999999999
William Watts,0.6,3.5
William Wayolle,0.6,5.8
William Webb,0.714,5.0
William Wesley,0.694,4.4
William Wheeler,0.652,6.1
William Whitehurst,0.6,6.2
William Willoughby,0.875,5.8
William Winckler,0.6,3.9
William Wisher Jr.,1.354,5.2
William Yeh,1.4,5.76
William Yim Wai-Lun,0.6,5.2
Willie Chan,1.38,6.1875
Willie Colón,0.6,7.5
Willie Cortés,0.6,6.199999999999999
Willie Dowling,0.6,4.7
Willie Dreyfus,0.6,4.5
Willie Ebersol,0.6,8.4
Willie Mercer,0.6,
Willis Ikedum,0.6,
Willis Petrie,0.6,4.6
Willy,1.4,3.5
Willy A. Wilson,0.6,4.4
Willy Allen,0.6,4.8
Willy Cruz,0.6,6.1
Willy Cuevas,0.6,6.1
Willy Greer,0.6,4.6
Willy Irawan,0.6,4.6
Willy Kurant,0.6,5.6
Willy Laconsay,1.38,6.5
Willy Milan,0.6,
Willy Ortlieb,0.6,2.6
Willy Pleasance,0.6,6.6
Willy Pleras,0.6,3.6
Willy Roberts,0.6,6.7
Willy Stassen,0.6,6.6
Willy Urbino,0.6,6.0
Willy Zavala,0.6,7.1
Wilma Garscadden-Gahret,0.98,4.766666666666667
Wilma Labate,0.828,6.9
Wilson Gómez,0.6,6.3
Wilson Louis,0.6,6.2
Wilson Rodríguez,0.6,6.8
Wilson Rouse,0.6,
Wilson Sharp,0.6,7.0
Wilson Sukorski,0.6,5.6
Wilson Tieng,0.6,5.7
Wilson Tong,0.828,4.8
Wilson Yip,3.366,6.081818181818182
Wilt Henderson,0.694,7.6
Wilton Cruz,0.6,7.5
Wim Goossens,0.6,7.7
Wim Mertens,0.6,7.4
Wim Meuldijk,0.6,5.2
Wim Post,0.6,6.8
Wim Reygaert,0.6,
Wim Serlie,0.655,5.3
Wim Temmerman,0.6,6.4
Wim Vandekeybus,0.6,6.9
Wim Wenders,1.599,6.321428571428572
Winai Patoomboon,0.6,4.6
Winaldha E. Melalatoa,0.6,7.3
Wincy Aquino Ong,0.6,8.2
Windu Arifin,0.6,6.0
Winfried Bonengel,0.6,6.6
Winfried Junge,0.98,8.149999999999999
Winfried Oelsner,0.6,5.8
Wing Lee,0.656,5.825
Wing Shya,0.6,6.1
Wing Yiu Cheung,0.6,4.3
Wing-Hung Tang,0.6,4.1
Winnie D. Brown,0.6,6.5
Winnie Gallis,0.6,6.7
Winnifred Jong,0.6,5.9
Winona Ryder,9.222,7.8
Winrich Kolbe,2.898,4.0
Winston Acuyong,0.6,5.8
Winston Duke,1.568,7.4
Winston Emano,0.6,7.55
Winston Groom,0.652,
Winston Utomo,0.6,6.2
Wioletta Gradkowska,0.6,6.4
Wirat Hengkongdee,0.6,6.1
Wirjaatmadja Ngadiman,0.6,4.3
Wiro Felix,0.6,5.8
Wirom Jaroensuk,0.6,6.6
Wirot Pongsadilok,0.6,6.3
Wirun Srangmuang,0.6,4.2
Wisam M. Gibran,0.6,6.6
Wishing Chong,0.98,6.3
Wisit Sasanatieng,0.6,7.033333333333334
Witcha Intranoi,0.6,5.35
Withit Kamsrakaew,0.6,6.9
Witi Ihimaera,0.6,7.5
Witold Adamek,0.6,4.75
Witold Beres,0.6,5.6
Witold Bereś,0.6,5.9
Witold Gombrowicz,0.6,6.4
Witold Horwath,0.6,5.8
Witold Płóciennik,0.6,6.1
Witold Stok,0.6,5.1
Witold Swietnicki,1.38,3.8
Witoon Suanyai,0.694,5.4
Wittaya Chaimongkol,0.6,7.05
Wittaya Tongyuyong,0.6,8.0
Witthaya Thongyooyong,0.6,5.8
Wlodek Gulgowski,0.6,5.7
Wlodzimierz Niderhaus,0.6,6.666666666666667
Wlodzimierz Pawlik,0.6,7.5
Wojciech Adamczyk,0.6,5.7
Wojciech Danowski,0.6,5.95
Wojciech Janio,0.6,8.4
Wojciech Kilar,1.4000000000000001,6.542857142857144
Wojciech Kuczok,0.6,7.1
Wojciech Lemanski,0.6,6.9
Wojciech Lepianka,0.6,6.633333333333333
Wojciech Marczewski,1.38,6.2
Wojciech Mrówczynski,0.6,6.55
Wojciech Nowak,0.828,5.1
Wojciech Smarzowski,0.6,6.25
Wojciech Staron,0.6,6.0
Wojciech Szepel,0.6,6.7
Wojciech Słota,0.6,4.4
Wojciech Todorow,0.694,4.2
Wojciech Wójcik,0.6,6.166666666666667
Wojciech Węgrzyn,0.6,8.2
Wojciech Żogała,0.6,6.3
Wolf Baschung,0.6,6.6
Wolf Gaudlitz,0.6,6.1
Wolf Gremm,0.6,3.7
Wolf Haas,0.6,7.55
Wolf Jahnke,0.6,3.5
Wolf Wolff,0.6,5.35
Wolfgang Bauer,0.6,4.6
Wolfgang Becker,0.6,6.3
Wolfgang Braun,0.6,6.15
Wolfgang Burmann,0.6,5.1000000000000005
Wolfgang Böhmer,0.6,6.0
Wolfgang Büld,0.6,4.3
Wolfgang Dell,0.828,7.6
Wolfgang Eißler,0.6,6.1
Wolfgang Esenwein,0.6,5.6
Wolfgang Frei,0.6,
Wolfgang Groos,0.6,6.7
Wolfgang H. Scholz,0.6,
Wolfgang Held,0.6,6.875
Wolfgang Herold,0.6,5.433333333333334
Wolfgang Kerber,0.6,6.5
Wolfgang Kohlhaase,1.4,6.7250000000000005
Wolfgang Lehner,0.6,7.4
Wolfgang Lukas,0.6,6.4
Wolfgang Menardi,0.6,4.6
Wolfgang Murnberger,1.164,6.8
Wolfgang Neumann,0.6,4.6
Wolfgang Panzer,0.694,7.449999999999999
Wolfgang Petersen,1.566,6.466666666666666
Wolfgang Plehn,0.6,7.1
Wolfgang Raach,0.6,5.2
Wolfgang Ramml,0.6,5.8
Wolfgang Schamburg,0.6,6.3
Wolfgang Schmid,0.6,6.5
Wolfgang Schukrafft,0.6,7.9
Wolfgang Thaler,0.6,6.814285714285715
Wolfgang Treu,0.6,4.3
Wolfgang Weigl,0.6,5.8
Wolfgang Widerhofer,0.6,7.466666666666666
Wolfram Tichy,0.6,6.033333333333334
Won Dong-yeon,1.114,6.033333333333334
Won Il,0.6,6.8
Won Jae Kim,0.6,4.1
Won Jin,0.5999999999999999,5.3500000000000005
Won Shin-yun,1.098,6.15
Won Tae-yeon,0.6,7.6
Won-chul Oh,0.6,4.0
Wong Bo-Man,0.6,5.9
Wong Chak,1.094,4.95
Wong Ching Ching,1.4,4.8
Wong Ching-Po,0.6,5.675
Wong Guen,0.6,4.3
Wong Hing-Kan,0.828,6.1
Wong Ho-Wa,1.614,4.95
Wong Jing,2.9309999999999987,5.4766666666666675
Wong Kar-wai,5.430999999999999,6.814285714285714
Wong Ming-Lam,0.6,8.1
Wong Nga-Man,0.6,5.9
Wong Ngai-Lun,0.6,5.7
Wong Siu-Ming,0.6,6.8
Wong Wai-Fai,0.655,6.0
Wong Wai-Nin,0.6,5.75
Wong Wai-Shun,0.6,5.5
Wong Wing-Ming,0.6,6.6
Wong Yuk-Yin,0.6,6.0
Wongtawan Cheewin,0.6,4.6
Wongue Mbengue,0.6,6.8
Woo Ming Jin,0.6,5.4
Woo Moon-gi,0.98,
Wood Dickinson,0.6,4.0
Woody Allen,5.306,6.744444444444445
Wook-Hyeon Lee,0.6,6.2
Woon Ki-jin,0.6,4.0
Worachet Nimsuwan,0.6,4.0
Worapoj Pothineth,0.6,5.0
Worrawit Kattiyayothin,0.6,5.1
Worsey,0.6,7.6
Wouter Barendrecht,0.6,6.828571428571428
Wouter Jansen	,0.6,6.824999999999999
Wouter Zoon,0.828,6.050000000000001
Wu Di,0.6,6.68
Wu Jing,4.059,6.0
Wu Li-zhong,0.6,6.8
Wu Ming 1,0.8,6.8
Wu Ming 2,0.98,6.8
Wu Ming 3,0.98,6.8
Wu Ming 4,0.8,6.8
Wu Ming 5,0.8,6.8
Wu Nan,0.6,5.6
Wu Shu-yao,0.6,7.133333333333333
Wu Tianming,0.6,6.85
Wu Wai,0.6,7.3
Wu Ziniu,0.694,6.4
Wuhe,0.6,6.6
Wulan Tana,0.6,6.6
Wyatt Cagle,0.6,6.5
Wyatt Jones,0.6,7.4
Wyatt Sprague,0.828,6.5
Wyatt Troll,0.6,7.4
Wyatt Weed,0.6,3.75
Wych Kaosayananda,0.98,3.7
Wyck Godfrey,1.7470000000000003,5.92
Wyclef Jean,0.6,6.2
Wyeth Clarkson,0.6,4.2
Wylie Griffin,0.6,6.2
Wylie Stateman,1.22,6.800000000000002
Wyndham Price,0.6,6.4
Wynn Hougaard,0.6,5.8
Wynn Lau,0.6,4.833333333333333
Wynn Thomas,0.98,6.733333333333333
Wynne Keing,0.6,5.3
Wynona Price,0.6,4.5
Wynton Marsalis,1.4,6.199999999999999
Wystan Dimalanta,0.98,8.1
Władysław Pasikowski,0.6,5.75
Władysław Stanisław Reymont,0.656,
Xabier Berzosa,0.6,6.0
Xabier Kueto,0.6,
Xabier Padin,0.6,
Xan Cejudo,0.6,3.6
Xander Forterie,0.828,5.2
Xander McCabe,0.98,4.3
Xandra Castleton,0.6,4.9
Xaver Naudascher,0.6,5.0
Xavi Giménez,0.6,6.375
Xavi Gutierrez,0.6,6.9
Xavi Puebla,0.6,6.8
