crews,popularity,imdb_avgRating
Agneta Fagerström-Olsson,0.694,4.4
Agneta Krigh-Tennemo,1.932,6.8
Agneta von Gegerfelt,0.6,7.5
Agnieszka Bak,0.6,6.2
Agnieszka Bartold,0.6,3.2
Agnieszka Glińska,0.6,7.2
Agnieszka Holland,1.682,6.55
Agnieszka Liggett,1.38,5.4
Agnieszka Szeliga,0.6,4.1
Agnès B.,0.6,7.3
Agnès Brasselet,0.6,7.1
Agnès Caffin,1.4,6.05
Agnès Dubois,0.6,5.8
Agnès Falque,0.98,6.7
Agnès Fustier-Dahan,0.6,5.9
Agnès Godard,1.9600000000000004,6.419999999999999
Agnès Jaoui,2.423,6.666666666666667
Agnès Mentre,0.98,7.0
Agnès Mouchel,0.6,5.8
Agnès Noden,0.6,6.566666666666666
Agnès Obadia,0.6,5.6
Agnès Sénémaud,0.6,6.9
Agnès Varda,1.631,7.1000000000000005
Agnès de Sacy,0.6,5.728571428571429
Agnė Rimkutė,0.6,6.066666666666666
Agoria,0.6,4.5
Agota Kristof,1.048,6.6
Agris Birzulis,0.6,6.6
Agung Bawantara,0.6,7.3
Agung Dewantoro,0.6,6.7
Agung Sentausa,0.6,6.3
Agus H Mawardy,0.828,6.7
Agustin,0.79,6.425000000000001
Agustin Barrutia,0.6,7.2
Agustin Iñiguez,0.6,6.5
Agustin Rexach,0.6,7.0
Agustina Bessa-Luís,1.092,6.533333333333332
Agustina Liendo,0.6,4.7
Agustino Mohede,0.6,
Agustiya Herdwiyanto,0.6,5.7
Agustí Vila,0.6,6.8
Agustí Villaronga,0.612,6.699999999999999
Agustín Almodóvar,0.793,7.311111111111113
Agustín Bernal,0.6,
Agustín Díaz Yanes,0.6,6.15
Agustín Ignacio Álvarez,0.6,3.7
Agustín Mendilaharzu,0.828,7.0
Agustín Oso Tapia,0.6,6.4
Agustín Póveda,0.6,5.050000000000001
Agustín Rolandelli,0.6,7.0
Agustín Sánchez Vidal,0.6,7.3
Agustín Vitórica,0.6,3.6
Ah Chau,0.6,4.9
Ah Chiu,0.6,6.2
Ah Nian,1.284,
Ah Shing,0.6,4.9
Ahab Blin,0.6,6.1
Ahilleas Villiotis,0.6,8.1
Ahmad Ahmadi,0.6,4.1
Ahmad Al Morsy,0.6,8.2
Ahmad Awwad,0.6,3.3
Ahmad Bakaev,0.6,6.4
Ahmad Cory Jubran,0.6,7.0
Ahmad Diba,0.6,6.7
Ahmad Fuadi,0.6,
Ahmad Idham,0.6,5.800000000000001
Ahmad Jahanzeb,0.6,8.4
Ahmad Moussazdeh,0.6,6.8
Ahmad Pezhman,0.6,7.3
Ahmad Reza Darvish,0.6,6.0
Ahmed Abd Allah,0.6,4.3
Ahmed Abdali,0.6,6.2
Ahmed Abdallah,0.6,5.3999999999999995
Ahmed Abdelmonaâm Chouayet,0.6,8.5
Ahmed Aboulsaad,0.6,8.2
Ahmed Abounouom,0.6,5.9
Ahmed Al Morsy,0.6,8.1
Ahmed Ali,0.6,5.2
Ahmed Atef,0.6,3.8499999999999996
Ahmed Baha Attia,0.6,6.9
Ahmed Bahgat,0.6,7.4
Ahmed Barbary,0.6,9.4
Ahmed Best,1.382,6.7
Ahmed Bouanani,0.6,6.9
Ahmed Bouchaala,0.6,6.2
Ahmed Boulane,1.4,7.0
Ahmed Dirani,0.6,4.3
Ahmed El Gendy,1.4,
Ahmed El Maânouni,0.6,7.9
Ahmed El-Beih,0.6,4.7
Ahmed Elbadry,0.6,4.6
Ahmed Ghaith,0.6,3.9
Ahmed Hafez,0.6,7.699999999999999
Ahmed Imamović,0.6,6.6
Ahmed Jumaa Alhosani,0.6,6.7
Ahmed Khan,0.6,4.779999999999999
Ahmed Mekky,0.84,6.1
Ahmed Mourad,1.38,8.2
Ahmed Nader Galal,0.6,5.6000000000000005
Ahmed Nour,0.6,3.0
Ahmed Saleh,0.6,6.1
Ahmed Samir Farag,0.6,4.1
Ahmed Siddiqui,0.6,6.8
Ahmed Sidi Siddique,0.6,7.1
Ahmed Zain,0.6,4.35
Ahmet Bayer,0.6,6.9
Ahmet Saatçioğlu,0.6,5.8
Ahmet Safak,0.6,5.3
Ahmet Sesigürgil,0.694,5.6
Ahmet Sönmez,0.6,
Ahmet Uluçay,0.6,7.9
Ahmet Yılmaz,0.6,5.0
Ahmet Çadırcı,0.6,
Ahmidou Lyazidi,0.6,8.0
Ahn Byeong-ki,0.6,5.4375
Ahn Byoung-ju,0.6,7.15
Ahn Dong-gyu,0.6,5.9
Ahn Hye-suk,0.6,6.3
Ahn Jee-hwan,0.6,7.5
Ahn Jin-woo,0.6,6.233333333333334
Ahn Joon B.,0.6,6.1
Ahn Ju-young,0.6,6.7
Ahn Kwon-tae,0.6,7.1
Ahn Pan-seok,0.655,6.7
Ahn Sang-hoon,0.6,6.8
Ahn Seul-Gi,0.694,6.8
Ahn Soo-hyun,0.6,6.533333333333334
Ahn Sung Hyun,0.6,5.6
Ahrin Mishan,0.6,6.6
Ai Kennedy,0.6,6.9
Ai Lene Chor,0.6,5.7
Ai Manaf,0.6,5.1
Ai Weiwei,0.6,6.9
Ai Yazawa,0.6,6.5
Ai-Lun Chu,0.6,7.2
Aian Caro,0.6,5.75
Aibek Djangaziev,0.6,6.6
Aicha McKenzie,0.6,6.8
Aida Diouri,0.6,7.2
Aida Munoz,0.6,7.4
Aida Pizarro,0.6,5.1
Aidan Hill,0.6,6.3
Aidan Leroux,0.6,4.8
Aidan Metcalfe,0.98,2.5
Aidan Monaghan,0.828,5.8
Aidan Scott,0.609,5.0
Aidar Gainullin,0.6,6.6
Aideen Kane,0.6,7.5
Aiden Gale,0.6,8.0
Aidey Pugh,0.6,7.6
Aidi Vallik,0.6,5.3
Aigars Bišofs,0.6,6.5
Aigars Grauba,0.656,7.0
Aikaterini Economou,0.6,6.4
Aiken Veronika Prosenc,0.6,6.9
Aiko Sato,0.6,6.6
Aileen Fang,0.6,5.6
Aileen Li,0.6,6.8
Aileen Ritchie,0.6,6.3
Ailen Sit,1.4,5.6
Aili Strømsted,0.6,6.0
Aima Baig,1.3999999999999997,5.666666666666667
Aimee McCue,0.98,6.4
Aimee Schoof,1.9600000000000002,5.783333333333334
Aimee Spinks,1.166,7.7
Aimee Stuit,0.6,4.9
Ain Mäeots,0.6,6.4
Ain Nurmela,0.6,6.65
Ainars Mielavs,0.6,5.6
Aino Havu,0.6,6.7
Ainsley Gardiner,0.6,8.2
Ainun Ridho,0.6,
Aisha Coley,0.6,4.9
Aishwarya Agrawal,0.828,
Aisling Byrne,0.6,5.1
Aisling Toner,0.6,5.7
Aisling Walsh,0.6,7.6
Aissatou Traore,0.6,6.8
Aisyah Amirah Nasution,0.6,7.3
Aitor Aguirre,0.6,2.7
Aitor Arregi,0.728,6.5
Aitor Berenguer,0.6,7.3
Aitor Gaizka,0.6,7.0
Aitor Mantxola,0.6,5.225
Aitor Mendilibar,0.6,
Aitor Millán Fernández,0.6,3.9
Aitor Vitoria,0.6,6.2
Aitzol Aramaio,0.6,6.4
Aivars Riekstiņš,0.6,6.5
Aivars Žukovskis,1.122,5.4
Aiyana Elliott,0.6,7.6
Ajae Clearway,0.6,7.75
Ajantha Ekanayake,0.6,
Ajay Bagdai,0.6,8.6
Ajay Bijli,0.6,8.4
Ajay Chandhok,0.6,3.8
Ajay Devgn,2.584,5.9
Ajay Gogavale,0.6,5.4
Ajay Joseph,0.6,5.7
Ajay Kumar,0.6,5.7
Ajay Monga,0.6,6.2
Ajay Naidu,1.558,6.6
Ajay Pal,0.6,4.3
Ajay Raj,0.6,4.133333333333334
Ajay Sai,0.6,7.4
Ajay Sai Manikandan,0.6,8.8
Ajay Sunkara,0.6,6.0
Ajay Surya,0.6,7.9
Ajay Thakur,0.6,6.0
Ajay Virmani,0.6,7.7
Ajayan Vincent,0.6,5.2749999999999995
Ajeesh O K,0.6,6.1
Ajeng Parameswari,0.98,6.625
Aji Peter Thankam,0.6,7.6
Aji Pradityo,0.98,6.3999999999999995
Ajin Panjapan,0.6,8.1
Ajish Thomas,0.6,7.4
Ajith V Reddy,0.6,5.1
Ajla Odobašic,0.6,6.8
Ajoy Varma,0.6,7.3
Akan Satayev,1.4,6.8
Akane Shiratori,0.6,7.4
Akane Yamada,0.6,5.0
Akaradech Maneeploypech,0.6,6.6
Akarapol Akarasaranee,0.6,3.8
Akarapol Techaratanaprasert,0.6,6.166666666666667
Akari Hoshi,0.98,7.4
Akarsh Khurana,0.6,
Akashdeep Saigal,0.84,4.8
Akatsuki Yamatoya,0.6,7.1
Akbar Meshkini,0.694,7.133333333333333
Ake Tigitnalerd,0.6,6.4
Akekarat Homlaor,0.6,6.3
Akemi Abe,0.838,6.0
Akemi Ono,0.6,8.0
Akemi Suyama,0.6,7.7
Akemi Takada,0.694,6.8
Akhenaton,0.648,5.9
Akhil George,0.6,6.6
Akhil Paul,0.6,6.6
Akhilesh Choudhary,0.6,5.5
Akhmad Fesdi Anggoro,0.6,6.8
Aki Aleong,1.708,5.6
Aki Kajiwara,0.997,6.05
Aki Kaurismäki,2.919,6.88
Aki Narula,0.6,
Aki Sato,0.6,5.65
Akif Rahimov,0.6,7.35
Akifumi Takuma,0.6,6.400000000000001
Akihiko Matsumoto,0.6,6.4
Akihiko Okase,0.694,6.839999999999999
Akihiko Shiota,0.828,6.5
Akihiko Suzuki,0.6,6.65
Akihiko Yamashita,0.968,6.4
Akihiko Yose,0.6,6.4
Akihiko Ôsugi,0.6,6.1
Akihiro Ito,0.6,5.9
Akihiro Kawamura,0.6,6.6
Akihiro Kitamura,0.828,4.4
Akihiro Onoda,0.6,6.0
Akihiro Onodera,0.6,6.7
Akihiro Yamauchi,0.6,6.24
Akihito Tsukushi,0.84,7.8
Akiko Ashizawa,0.8280000000000001,6.483333333333333
Akiko Funatsu,0.6,6.95
Akiko Higashimura,0.6,6.8
Akiko Itoyama,0.6,7.0
Akiko Matsuba,0.6,4.6
Akiko Nogi,1.637,6.8
Akiko Ohku,1.532,5.8
Akiko Sasaki,0.6,6.4
Akiko Takakuwa,0.6,8.1
Akiko Tanaka,0.6,6.8
Akiko Yano,0.731,6.9
Akil Wasa,0.6,7.8
Akimasa Kawashima,0.5999999999999999,6.5200000000000005
Akimi Yoshida,0.6,6.5
Akin Adebowale,0.6,6.8
Akina Yanagi,0.98,4.8
Akio Itoh,0.6,6.1
Akio Jissoji,1.3999999999999997,6.066666666666667
Akio Kikuchi,0.6,6.5
Akio Osaka,0.6,7.166666666666667
Akio Yoshida,0.6,6.0
Akira Ban,0.6,5.2
Akira Fukada,0.6,6.9
Akira Goto,0.6,5.5
Akira Haruki,0.6,6.4
Akira Hayasaka,0.6,5.8
Akira Ifukube,0.6,5.8
Akira Inagami,0.6,6.1
Akira Inori,0.6,6.15
Akira Ishige,0.6,6.133333333333333
Akira Kamiya,0.6,6.8
Akira Kawai,0.6,5.7
Akira Kobayashi,0.6,
Akira Kosemura,0.6,7.1
Akira Kurosawa,5.171,6.633333333333333
Akira Matsumoto,0.6,6.8
Akira Mitake,0.6,5.866666666666667
Akira Miyashita,0.6,5.6
Akira Morii,0.6,5.6000000000000005
Akira Morishige,0.6,5.466666666666666
Akira Narisawa,0.6,7.1
Akira Nobi,0.694,
Akira Ogata,1.6740000000000002,6.7
Akira Ono,0.6,6.8
Akira Saito,0.6,6.9
Akira Saitoh,0.6,5.4
Akira Saitô,0.6,6.7
Akira Sakamoto,0.6,6.75
Akira Sako,0.6,6.233333333333333
Akira Sasakura,0.6,6.9
Akira Saso,0.6,6.5
Akira Senju,0.648,6.3
Akira Shiga,0.728,3.7
Akira Suzuki,0.6,5.4
Akira Watanabe,1.008,7.2
Akira Yamamoto,0.828,5.4
Akira Yamazaki,0.6,5.4
Akis Kapranos,0.6,6.7
Akiteru Nakada,0.6,6.8
Akiv Ali,0.6,5.140000000000001
Akiva Goldsman,3.079999999999999,6.522222222222222
Akiva Schaffer,1.532,5.333333333333333
Akiyoshi Hongo,0.84,6.1
Akiyoshi Sugiura,0.6,
Akiyoshi Yasuda,0.6,6.5
Akkarapol Akkararseranee,0.6,6.4
Akke Eklund,0.6,4.2
Akku Akbar,0.6,5.066666666666667
Akmal Saleh,0.608,6.3
Akram Fareed,0.6,3.05
Akram Farouq,0.6,4.1
Akram Morad,0.6,5.3
Akritchalerm Kalayanamitr,0.6,6.7
Akriti Kakkar,0.6,4.55
Aksan Sjuman,0.6,6.4
Aksel Hennie,1.76,6.8
Akshai Puri,0.6,
Akshat Verma,0.6,7.3
Akshay Bajaj,0.6,3.3
Akshay Jayantilal Gada,0.6,
Akshay Kumar,1.187,4.1
Akshay Mohan,0.6,3.6
Akshay Shere,0.694,7.6
Aktan Arym Kubat,0.6,6.2
Aktris Handradjasa,0.6,6.4
Aku Louhimies,0.606,6.299999999999999
Akylbek Malikov,0.6,5.9
Al Attles III,0.84,4.8
Al Burgess,0.6,5.6
Al Calderon,0.6,5.3
Al Cerullo,1.4,6.4692307692307685
Al Clark,0.6,5.3
Al Corley,1.4000000000000001,6.171428571428572
Al Embry,0.6,2.9
Al Federber,0.6,4.7
Al Francesco,0.6,8.2
Al Gore,1.195,7.4
Al Goto,0.7280000000000001,6.5
Al Guarino,0.694,3.8000000000000003
Al Hess,0.6,4.1
Al Hobbs,1.008,6.35
Al Khalifa,0.6,4.9
Al Khemya,0.6,6.5
Al Miller,0.6,6.8
Al Munteanu,0.6,4.7
Al Nobel,0.6,7.6
Al Pacino,9.573,6.85
Al Tantay,0.6,6.357142857142857
Al Wilson,0.6,5.2
Ala Eddine Slim,0.6,5.9
Ala Hlehel,0.6,7.5
Alaa Al Aswany,0.6,7.5
Alaa Eddine Aljem,0.6,6.4
Alaa Morsy,0.699,3.0
Aladino Jasse,0.6,6.9
Alagappan,0.6,6.5
Alain Agat,0.6,4.8
Alain Artur,1.4,5.699999999999999
Alain Attal,0.98,6.275
Alain Bainée,0.6,7.2
Alain Barbier,0.6,6.9
Alain Baril,0.6,6.5
Alain Benguigui,0.6,5.3
Alain Berbérian,0.6,4.933333333333334
Alain Berliner,0.6,5.7
Alain Burosse,0.6,
Alain Bélac,0.6,6.7
Alain Bévérini,0.6,5.6
Alain Cabaux,0.6,8.1
Alain Carsoux,0.6,5.7
Alain Cavalier,0.648,6.2
Alain Chabat,1.4000000000000001,6.45
Alain Charbit,0.6,7.0
Alain Chicoine,0.6,5.7
Alain Corneau,1.008,5.975
Alain Curvelier,0.6,6.0
Alain Derbez,0.6,3.0
Alain Desrochers,1.38,5.9
Alain Dessauvage,1.214,7.0
Alain Dostie,1.565,5.9
Alain Duplantier,0.6,6.1
Alain Figlarz,1.4,6.25
Alain Fresnot,0.6,6.2
Alain Féat,0.828,7.3
Alain Glasberg,0.6,7.2
Alain Godard,0.728,7.1
Alain Goldman,0.84,6.566666666666666
Alain Gomis,0.6,6.45
Alain Goraguer,0.6,7.1
Alain Gsponer,0.6,6.95
Alain Guiraudie,1.38,6.2250000000000005
Alain Jakubowicz,0.9800000000000002,4.9875
Alain Kappauf,0.84,4.6
Alain Lachance,0.6,5.7
Alain Layrac,0.6,5.8
Alain Majani d'Inguimbert,0.6,6.9
Alain Marcoen,0.6,6.466666666666666
Alain Mazars,0.6,5.2
Alain Monne,0.6,7.4
Alain Moury,0.6,5.449999999999999
Alain Moussi,3.082,6.9
Alain Raoust,0.6,6.2
Alain Resnais,1.382,6.550000000000001
Alain Robak,0.6,5.3
Alain Robbe-Grillet,1.4,5.8
Alain Rocca,0.694,6.5
Alain Ross,0.6,5.8
Alain Rozanés,0.6,6.0
Alain Sarde,0.5999999999999999,6.436363636363637
Alain Silver,0.6,5.55
Alain Simard,0.6,7.0
Alain Siritzky,1.97,3.0666666666666664
Alain Soral,0.6,5.2
Alain Tanner,1.138,5.4
Alain Tasma,0.6,5.3
Alain Tchilinguirian,0.6,7.0
Alain Terzian,0.6,6.6
Alain Vannier,0.6,6.1
Alain Veyssier,0.6,6.099999999999999
Alain Williams,0.6,3.9
Alain Wisniak,0.6,6.7
Alain Zaloum,0.648,5.300000000000001
Alain de Botton,0.6,5.7
Alain de Halleux,0.6,6.5
Alain de Levita,0.6,4.75
Alain-Didier Weill,0.6,5.2
Alain-Fournier,1.159,5.6
Alain-Michel Blanc,0.699,7.1
Alain-Pascal Housiaux,0.6,5.3
Alaine Young,0.6,6.3
Alam Gahir,0.6,6.2
Alan Abrams,0.6,7.0
Alan Alden Thomas,0.6,6.3
Alan Almond,0.6,5.35
Alan Ari Lazar,0.6,4.800000000000001
Alan Au,0.6,5.5
Alan Ayckbourn,0.828,6.9
Alan B. Bursteen,0.6,3.45
Alan B. McElroy,0.6,4.75
Alan Badoev,0.6,6.7
Alan Ball,1.02,6.9
Alan Barillaro,1.4,8.0
Alan Barnette,0.6,4.1
Alan Baumgarten,0.648,6.8
Alan Bennett,1.62,6.8
Alan Berliner,0.828,6.7
Alan Birkett,0.6,6.5
Alan Brewer,0.6,4.5
Alan Brown,0.6,5.6
Alan Byron,0.6,5.9
Alan C. Blomquist,0.6,5.35
Alan Calzatti,0.98,8.5
Alan Canant,0.6,5.75
Alan Caudillo,0.6,4.25
Alan Chan Yiu-Lun,0.6,4.7
Alan Clements,0.6,4.3
Alan Cody,0.6,4.3
Alan Cohen,0.6,6.5
Alan Coton,0.6,6.65
Alan Coulson,0.6,2.6
Alan Cumming,2.604,6.0
Alan D. Lee,0.6,3.6
Alan D. Purwin,2.6879999999999997,6.7375
Alan Deacon,0.6,4.1
Alan Derian,0.6,5.8
Alan Donnes,0.6,4.2
Alan Dubin,0.6,4.5
Alan Dunne,0.6,6.8
Alan E. Muraoka,0.6,5.3
Alan E. Stoddard,0.6,5.2
Alan Edward Bell,0.6,7.5
Alan Fitzpatrick,0.6,6.7
Alan Freedman,0.6,6.3
Alan Gitlin,0.6,5.0
Alan Govenar,0.6,6.8
Alan Grant,0.656,4.0
Alan Greisman,0.6,5.2
Alan Guichaoua,0.6,6.4
Alan Hardiman,0.6,6.5
Alan Heim,0.6,5.75
Alan Hook,0.618,5.1
Alan Howarth,0.6,6.7
Alan Hruska,0.6,7.4
Alan J. Wands,0.84,5.8
Alan Jacobs,0.828,6.033333333333334
Alan John,0.6,6.75
Alan Kerr,0.6,3.6
Alan Klingenstein,0.6,7.1
Alan Kozlowski,1.094,7.4
"Alan Ladd, Jr.",1.159,7.0
Alan Latham,0.6,5.6
Alan Lo Shun-Chuen,0.6,4.55
Alan MacDonald,0.6,6.566666666666666
Alan Mak,0.6,6.7333333333333325
Alan Menken,1.001,5.75
Alan Miller,0.6,6.3
Alan Moloney,0.6,6.4
Alan Moore,1.408,7.1
Alan Mruvka,0.6,6.0
Alan Myerson,2.628,7.8
Alan Novey,0.6,7.6
Alan O'Duffy,0.6,6.9
Alan Oxman,0.6,6.825000000000001
Alan Pao,0.6,4.566666666666666
Alan Parker,1.633,6.35
Alan Pauls,0.6,6.25
Alan Petherick,0.6,6.9
Alan Poon,0.6,5.4
Alan Poul,1.4,5.3
Alan Rankin,1.4000000000000001,6.385714285714286
Alan Riche,0.6,5.4
Alan Roberts,0.6,5.233333333333333
Alan Romero,0.6,6.1
Alan Ronald,0.6,3.5
Alan Roth,0.6,
Alan Rowe Kelly,0.6,6.0
Alan Rudolph,0.63,5.400000000000001
Alan Schechter,0.648,4.8
Alan Serna,0.6,5.9
Alan Shearman,1.96,3.6
Alan Silvestri,3.0605769230769226,6.3730769230769235
Alan Simpson,0.6,5.8
Alan Slutsky,0.6,7.8
Alan Smisík,0.6,6.9
Alan Smithee,0.608,5.766666666666667
Alan Ssali Hofmanis,0.6,7.7
Alan Steinman,0.6,4.5
Alan Stewart,0.84,7.4
Alan Strachan,0.6,6.325
Alan Swyer,0.6,4.6
Alan Taylor,1.977,6.0
Alan Vint,0.793,6.0
Alan Wade,0.98,4.4
Alan White,0.6,5.5
Alan Williams,0.6,6.5
Alan Wu,0.6,7.2
Alan Yentob,0.728,7.4
Alan Yuen,0.6,6.425000000000001
Alan Zweibel,0.6,
Alan Zweig,0.6,7.366666666666667
Alana Cash,0.6,8.4
Alana Caudillo,0.6,7.3
Alana Rodrigues,0.6,6.0
Alana Waksman,0.6,
Alanis Obomsawin,0.6,7.8
Alantė Kavaitė,1.128,5.8
Alap Desai,0.6,8.6
Alar Kivilo,0.652,6.566666666666666
Alarna Jenkins,0.6,6.3
Alasdair Waddell,0.6,7.1
Alaska Thunderfuck,1.4,7.3
Alastair Burlingham,0.6,4.5
Alastair Clark,0.6,6.9
Alastair Fothergill,0.84,7.7
Alastair Mackenzie,1.708,5.7
Alastair Meux,0.6,4.9
Alastair Rae,1.4000000000000001,6.711111111111112
Alba Gaviraghi,0.6,
Alba Nydia Díaz,0.6,6.266666666666667
Alba Serrano,0.6,7.0
Alban Rehnitz,0.6,3.8
Albane Penaranda,0.6,5.4
Albert Banzon,0.6,7.140000000000001
Albert Berger,1.2140000000000002,6.683333333333334
Albert Birney,0.98,7.3
Albert Blasius,0.6,
Albert Boadella,1.4,5.4
Albert Bravo,0.6,5.35
Albert Brenner,0.6,5.8
Albert Brooks,2.296,5.4
Albert Camus,0.6,7.6
Albert Chang,0.6,4.1
Albert Cohen,0.6,5.2
Albert Cuellar,0.6,7.1
Albert Dupontel,1.216,6.7
Albert Espel,0.6,6.6
Albert Espinosa,0.79,6.0
Albert Glasser,0.828,5.4
Albert Hanan Kaminski,1.71,5.8
Albert Hasson,0.6,5.1
Albert Hernandez,0.6,2.5
Albert Hue,0.6,7.1
Albert J. Allie,0.6,3.9
Albert J. Dunk,0.648,4.75
Albert J. Salzer,0.6,5.4
Albert Kittler,0.6,7.2
Albert Kodagolian,0.6,5.6
Albert Kuipers,0.6,7.0
Albert Lee Nga-Bok,0.6,4.9
Albert Leon,0.6,2.9
Albert Levy,0.6,5.9
Albert Mak Kai-Kwong,0.6,7.4
Albert Manera,0.6,6.4750000000000005
Albert Marcoeur,0.6,7.2
Albert Martínez Martín,0.702,5.48
Albert Maysles,1.286,7.1
Albert Michael Idioma,0.5999999999999999,6.571428571428571
Albert Miniaci,0.6,4.7
Albert Mkrtchyan,0.6,5.9
Albert Márkos,0.6,6.8
Albert Nerenberg,0.694,5.5
Albert Pascual,0.6,6.7
Albert Pereira-Lazaro,0.828,7.0
Albert Pintó,0.6,5.5
Albert Pyun,0.9800000000000001,3.483333333333334
Albert Royo,0.6,7.1
Albert Ruis,0.6,4.5
Albert S. Ruddy,0.972,6.5
Albert Saguer,0.6,4.0
Albert Serra,0.6,5.65
Albert T. Dickerson III,1.004,4.35
Albert Ter Heerdt,0.6,6.05
Albert Uderzo,1.22,5.925
Albert Wolsky,0.6,5.0
Albert Xavier,0.6,5.4
Albert Yeung,0.6,6.133333333333333
Albert Yick Sum POON,0.6,7.1
Alberta Nokes,0.6,7.5
Alberte Pagan,0.6,
Alberte Pagán,0.6,
Alberthine Endah,0.6,7.2
Albertina Carri,0.6,6.174999999999999
Albertine Lastera,0.6,
Alberto Aranda,0.6,5.6
Alberto Arvelo,0.677,7.050000000000001
Alberto Bremer,0.6,5.0
Alberto Caruso,0.6,5.8
Alberto Casavecchia,0.6,6.2
Alberto Chaktoura,0.6,5.6
Alberto Continentino,0.6,8.0
Alberto Daiber,0.6,5.3
Alberto Dines,0.828,6.4
Alberto Domínguez,0.6,7.0
Alberto Durant,0.6,6.6
Alberto Fernandes,0.6,6.233333333333333
Alberto Ferrari,0.6,5.4
Alberto Fuguet,0.98,6.6499999999999995
Alberto G. Rodriguez,0.6,4.3
Alberto García Altez,0.6,4.3
Alberto Gonzalez-Reyna,0.6,6.7
Alberto Graça,0.6,5.9
Alberto Gómez,0.6,6.1
Alberto Gómez Díaz,0.6,6.050000000000001
Alberto Ianuzzi,0.6,6.1
Alberto Iglesias,0.6,7.285714285714286
Alberto Lattuada,1.166,5.5
Alberto Leal,0.6,6.0
Alberto Lecchi,0.968,6.540000000000001
Alberto Lee,0.6,4.933333333333333
Alberto Lorente,0.6,7.5
Alberto Luna,0.828,4.566666666666666
Alberto López,0.969,7.6
Alberto Macías,0.6,5.4
Alberto Mar,0.6,4.6
Alberto Marini,0.605,6.275
Alberto Marras,0.6,
Alberto Masliah,0.6,5.8
Alberto Molinari,0.6,3.9
Alberto Moriani,0.6,5.949999999999999
Alberto Muffelmann,0.6,6.2
Alberto Nombela Núñez,0.6,5.1
Alberto Ponce,0.6,6.45
Alberto Porlan,0.6,7.4
Alberto Quiroga,0.6,6.3
Alberto Rizzi,0.6,5.2
Alberto Rodríguez Librero,0.664,6.266666666666667
Alberto Rojas 'El Caballo',0.6,
Alberto Rojas Apel,0.6,6.9
Alberto Romero,0.6,5.9
Alberto Rondalli,0.6,6.2
Alberto Schuster,0.6,7.1
Alberto Sciamma,0.6,5.5
Alberto Seixas Santos,0.6,4.4
Alberto Sánchez-Cabezudo,0.6,7.1
Alberto Taraglio,0.6,6.1
Alberto Tejada,0.6,4.6
Alberto Trigo,1.214,6.775
Alberto Venzago,0.6,7.5
Alberto Verso,0.6,6.1
Alberto de Toro,0.6,6.933333333333334
Albie Hecht,0.6,6.9
Albin Håkansson,0.6,7.6
Albin Martinetti,0.6,8.0
Albin de la Simone,0.6,6.3
Albina Antipenko,0.6,6.3
Albina Baranska,0.6,6.6
Albrecht Konrad,0.98,5.333333333333333
Alby,0.6,
Alcatraz Swim Team,0.6,7.7
Alceste Tosca Wegner,0.6,6.6
Alcides Chiesa,0.6,5.6
Alda Matos,0.6,6.2
Alden Anderson,0.6,7.1
Alden Rogers,0.6,3.9
Aldie Harra,0.6,6.7
Aldir Blanc,0.98,5.0
Aldis Meinerts,0.6,
Aldo Baglio,3.163,6.6
Aldo Cunei,0.6,2.5
Aldo De Scalzi,0.6,5.199999999999999
Aldo Garay,0.6,7.1
Aldo Lee,0.6,4.2
Aldo Salvini,0.828,5.449999999999999
Aldo Signoretti,0.694,6.8
Aldric La'Auli Porter,1.4,6.26
Ale García,0.6,
Alec Baldwin,6.609,6.2
Alec Bartsch,1.62,6.733333333333333
Alec Berg,0.984,4.0
Alec Carlin,0.6,6.1
Alec Costandinos,0.6,5.6
Alec Harrison,0.6,6.7
Alec Joler,0.6,5.1
Alec Lorimore,0.6,7.05
Alec Morgan,0.6,7.0
Alec Mouhibian,0.6,8.6
Alec Nemser,1.22,4.5
Alec Puro,0.6,8.8
Alec Sokolow,0.9700000000000001,5.3
Alec St. John,0.6,4.9
Alec Tuckman,0.6,4.1
Alec Von Bargen,0.656,7.3
Aleem Khan,0.6,7.3
Aleen Keshishian,0.828,5.8
Alegros Gramma,0.6,
Alejandra Almirón,0.6,7.4
Alejandra Demaría,0.6,3.6
Alejandra Dorantes,0.6,7.1
Alejandra Ferreyra Ortiz,0.6,
Alejandra Madrigal-Aviña,0.6,7.0
Alejandra Marino,0.6,3.1
Alejandra Siquot,0.6,5.9
Alejandro Agresti,0.6,6.833333333333333
Alejandro Amenábar,1.4,7.8
Alejandro Araya Darrigrandi,0.98,2.3
Alejandro Arellano,0.6,4.6
Alejandro Berríos,0.6,8.1
Alejandro Brodersohn,0.6,7.466666666666666
Alejandro Brugués,0.6,6.9
Alejandro Burr,0.6,6.4
Alejandro Cantú,0.6,6.3
Alejandro Cardenas-A.,0.648,6.7
Alejandro Carrillo Penovi,0.6,7.199999999999999
Alejandro Chomski,0.6,5.633333333333333
Alejandro Cobo,0.728,6.7
Alejandro Contreras,0.6,4.4
Alejandro D'Aloisio,0.6,7.0
Alejandro Doria,0.6,6.9
Alejandro Fadel,1.3999999999999997,6.833333333333333
Alejandro Fernandez Murriay,0.6,7.0
Alejandro Fernández Murray,0.6,6.7
Alejandro Fernández,0.6,7.0
Alejandro Fernández Mouján,0.6,7.3
Alejandro Franov,0.6,6.4
Alejandro Fuenmayor,0.6,3.3
